user_id,days_active,total_days,avg_steps_last_7_days,meditation_streak,avg_meditation_minutes,avg_sleep_hours,challenge_completion_rate,total_points_earned,social_engagement_score,social_interactions_count,preferred_activity_time,response_rate_to_notifications,mood_correlation_with_exercise,user_type,fitness_level,primary_goal
user_0440,49,90,6058.57,6,6.61,6.6,0.727,800,0.6,60,night,0.722,0.469,moderate,beginner,stress_reduction
user_0441,24,90,2119.29,3,0.22,6.0,0.0,0,0.1,10,night,0.382,0.262,dropout,intermediate,wellness
user_0442,35,90,4585.86,7,1.77,6.29,0.333,250,0.06,6,afternoon,0.617,0.339,struggling,advanced,weight_loss
user_0443,59,90,4950.29,7,7.93,6.84,0.2,100,0.21,21,night,0.309,0.408,moderate,intermediate,stress_reduction
user_0444,20,90,1405.57,2,0.93,5.96,0.0,0,0.05,5,evening,0.724,0.423,dropout,advanced,weight_loss
user_0445,61,90,7359.0,11,6.48,6.84,0.8,1050,0.22,22,evening,0.763,0.43,moderate,intermediate,wellness
user_0446,74,90,8853.0,12,13.39,7.29,0.833,1600,0.95,95,evening,0.598,0.829,highly_engaged,beginner,wellness
user_0447,23,90,1522.86,3,0.33,6.16,0.0,0,0.02,2,afternoon,0.468,0.442,dropout,advanced,weight_loss
user_0448,58,90,6200.14,7,8.22,6.82,0.875,750,0.46,46,evening,0.322,0.459,moderate,advanced,weight_loss
user_0449,58,90,6108.71,6,6.23,6.81,0.5,550,0.3,30,night,0.586,0.358,moderate,beginner,stress_reduction
user_0450,36,90,3690.43,4,2.63,6.3,0.5,250,0.1,10,night,0.559,0.278,struggling,advanced,weight_loss
user_0451,78,90,8874.43,25,13.39,7.22,0.667,1450,1.0,142,morning,0.659,0.743,highly_engaged,beginner,muscle_gain
user_0452,34,90,3243.71,3,2.71,6.22,0.5,200,0.23,23,night,0.55,0.317,struggling,intermediate,wellness
user_0453,36,90,2621.43,4,2.61,6.31,0.5,300,0.18,18,afternoon,0.813,0.463,struggling,intermediate,stress_reduction
user_0454,55,90,5614.71,6,6.12,6.57,0.8,850,0.43,43,evening,0.887,0.323,moderate,intermediate,muscle_gain
user_0455,60,90,4442.57,11,8.49,6.8,0.5,550,0.52,52,afternoon,0.344,0.558,moderate,advanced,weight_loss
user_0456,12,90,1482.57,2,0.14,5.68,0.0,0,0.04,4,night,0.609,0.345,dropout,intermediate,wellness
user_0457,38,90,3176.29,3,3.09,6.39,0.0,0,0.18,18,afternoon,0.704,0.362,struggling,advanced,stress_reduction
user_0458,65,90,7984.71,12,8.5,6.92,0.545,800,0.31,31,afternoon,0.423,0.406,moderate,intermediate,wellness
user_0459,17,90,1678.86,2,0.28,5.94,0.0,0,0.0,0,afternoon,0.773,0.417,dropout,beginner,stress_reduction
user_0460,13,90,1919.71,3,0.0,5.72,0.0,0,0.02,2,afternoon,0.825,0.261,dropout,beginner,weight_loss
user_0461,41,90,2227.14,3,3.0,6.32,0.5,200,0.09,9,night,0.481,0.538,struggling,advanced,stress_reduction
user_0462,24,90,3121.86,5,2.5,6.02,0.0,0,0.08,8,evening,0.653,0.242,struggling,intermediate,stress_reduction
user_0463,77,90,5572.86,17,13.6,7.3,0.857,1550,1.0,139,evening,0.711,0.492,highly_engaged,intermediate,muscle_gain
user_0464,63,90,6317.29,9,6.64,6.96,1.0,750,0.51,51,morning,0.303,0.475,moderate,beginner,weight_loss
user_0465,15,90,2075.14,2,0.28,5.84,0.333,50,0.01,1,night,0.612,0.341,dropout,advanced,weight_loss
user_0466,74,90,7622.14,19,12.2,7.13,0.846,1150,1.0,145,morning,0.366,0.558,highly_engaged,intermediate,wellness
user_0467,28,90,1470.43,3,1.26,6.19,0.0,0,0.09,9,morning,0.564,0.519,dropout,advanced,weight_loss
user_0468,65,90,7463.0,11,6.43,6.9,0.667,600,0.34,34,afternoon,0.383,0.581,moderate,beginner,stress_reduction
user_0469,78,90,7954.0,25,13.8,7.42,0.857,1450,1.0,110,evening,0.861,0.805,highly_engaged,beginner,wellness
user_0470,37,90,3495.86,5,1.7,6.31,0.667,600,0.11,11,morning,0.318,0.547,struggling,beginner,weight_loss
user_0471,71,90,9471.43,12,10.18,6.96,0.714,1400,0.76,76,evening,0.619,0.504,highly_engaged,intermediate,stress_reduction
user_0472,85,90,11116.29,32,15.03,7.43,0.733,1050,0.71,71,night,0.873,0.791,highly_engaged,advanced,wellness
user_0473,55,90,3775.29,9,7.49,6.88,0.625,600,0.37,37,evening,0.84,0.273,moderate,advanced,wellness
user_0474,38,90,2275.14,6,2.36,6.21,0.5,250,0.09,9,morning,0.87,0.338,struggling,advanced,weight_loss
user_0475,34,90,1295.0,6,2.23,6.35,0.333,50,0.07,7,afternoon,0.896,0.257,struggling,beginner,muscle_gain
user_0476,39,90,2756.71,5,2.44,6.35,0.5,150,0.07,7,night,0.681,0.485,struggling,beginner,stress_reduction
user_0477,59,90,7467.14,10,5.22,6.85,0.5,400,0.49,49,evening,0.479,0.549,moderate,advanced,wellness
user_0478,16,90,1662.29,3,0.0,5.91,0.0,0,0.08,8,evening,0.386,0.377,dropout,intermediate,wellness
user_0479,63,90,8295.29,12,7.61,6.92,0.545,850,0.29,29,evening,0.803,0.661,moderate,advanced,muscle_gain
user_0480,18,90,1882.29,3,0.31,5.71,0.0,0,0.0,0,afternoon,0.406,0.259,dropout,beginner,muscle_gain
user_0481,58,90,5531.29,8,6.76,6.92,0.714,550,0.56,56,night,0.757,0.489,moderate,advanced,wellness
user_0482,60,90,5597.86,6,6.84,6.96,0.4,450,0.58,58,evening,0.87,0.333,moderate,beginner,muscle_gain
user_0483,82,90,10251.29,40,14.13,7.32,0.917,1400,1.0,147,afternoon,0.787,0.882,highly_engaged,beginner,stress_reduction
user_0484,56,90,7101.43,5,5.74,6.63,0.6,850,0.4,40,night,0.579,0.639,moderate,advanced,muscle_gain
user_0485,74,90,8629.43,12,13.84,7.16,0.562,1300,0.6,60,night,0.559,0.718,highly_engaged,advanced,stress_reduction
user_0486,70,90,11889.43,9,13.81,6.89,1.0,2750,0.78,78,night,0.549,0.696,highly_engaged,advanced,weight_loss
user_0487,57,90,6040.57,8,6.59,6.79,0.857,900,0.29,29,morning,0.361,0.433,moderate,intermediate,weight_loss
user_0488,23,90,1233.71,3,1.33,6.09,0.0,0,0.05,5,morning,0.313,0.424,dropout,advanced,stress_reduction
user_0489,14,90,1881.29,2,0.0,5.67,0.0,0,0.01,1,afternoon,0.862,0.267,dropout,intermediate,wellness
user_0490,38,90,2526.0,4,1.8,6.31,0.0,0,0.21,21,afternoon,0.853,0.558,struggling,advanced,weight_loss
user_0491,55,90,2756.0,9,6.64,6.67,0.714,600,0.32,32,afternoon,0.487,0.348,moderate,advanced,weight_loss
user_0492,18,90,1517.29,2,0.96,5.88,0.0,0,0.04,4,evening,0.665,0.207,dropout,beginner,stress_reduction
user_0493,52,90,6643.57,8,6.43,6.62,0.75,800,0.5,50,night,0.737,0.21,moderate,advanced,muscle_gain
user_0494,80,90,11729.57,37,13.12,7.25,0.867,1450,1.0,113,evening,0.571,0.65,highly_engaged,intermediate,muscle_gain
user_0495,61,90,7088.57,6,7.42,6.86,0.6,600,0.29,29,night,0.764,0.715,moderate,advanced,wellness
user_0496,20,90,1482.0,3,0.5,5.88,0.0,0,0.02,2,morning,0.375,0.231,dropout,beginner,stress_reduction
user_0497,13,90,1701.14,1,0.0,5.67,0.5,50,0.05,5,evening,0.87,0.37,dropout,advanced,muscle_gain
user_0498,78,90,10997.29,18,12.72,7.32,0.889,1900,0.91,91,morning,0.85,0.47,highly_engaged,intermediate,stress_reduction
user_0499,37,90,2036.0,4,2.32,6.37,0.5,400,0.25,25,morning,0.523,0.571,struggling,intermediate,wellness
user_0500,78,90,12459.29,14,14.68,7.35,0.632,1450,0.54,54,night,0.9,0.443,highly_engaged,beginner,weight_loss
user_0501,58,90,5514.86,9,6.3,6.96,0.833,600,0.28,28,afternoon,0.454,0.269,moderate,advanced,wellness
user_0502,18,90,2178.71,3,0.2,6.0,0.0,0,0.1,10,evening,0.563,0.316,dropout,advanced,weight_loss
user_0503,31,90,2508.43,3,1.18,6.21,0.0,0,0.13,13,afternoon,0.78,0.435,struggling,intermediate,weight_loss
user_0504,68,90,6806.14,18,7.63,7.07,0.556,300,0.49,49,night,0.545,0.509,moderate,advanced,muscle_gain
user_0505,14,90,1410.43,2,0.47,5.84,0.0,0,0.07,7,morning,0.55,0.491,dropout,intermediate,weight_loss
user_0506,9,90,1774.43,2,0.3,5.64,0.0,0,0.02,2,night,0.637,0.206,dropout,advanced,stress_reduction
user_0507,77,90,11778.57,16,13.77,7.1,1.0,3100,1.0,148,evening,0.772,0.891,highly_engaged,advanced,weight_loss
user_0508,33,90,2900.71,6,0.7,6.18,0.0,0,0.25,25,night,0.559,0.595,struggling,intermediate,weight_loss
user_0509,56,90,3657.0,6,6.46,6.77,0.833,550,0.28,28,afternoon,0.569,0.47,moderate,intermediate,stress_reduction
user_0510,82,90,11292.14,29,13.31,7.32,0.75,1500,0.53,53,night,0.499,0.79,highly_engaged,advanced,weight_loss
user_0511,35,90,3235.29,6,2.32,6.27,0.6,400,0.13,13,morning,0.496,0.571,struggling,intermediate,weight_loss
user_0512,81,90,12135.43,21,14.81,7.28,0.882,1800,1.0,118,morning,0.78,0.59,highly_engaged,advanced,stress_reduction
user_0513,12,90,1672.29,1,0.06,5.66,0.0,0,0.07,7,morning,0.697,0.564,dropout,beginner,stress_reduction
user_0514,30,90,3463.86,5,1.0,6.21,0.0,0,0.11,11,evening,0.535,0.374,struggling,advanced,weight_loss
user_0515,36,90,2331.14,3,1.33,6.27,0.4,200,0.2,20,evening,0.827,0.257,struggling,beginner,wellness
user_0516,76,90,9540.57,21,14.36,7.24,0.882,1600,0.51,51,morning,0.548,0.619,highly_engaged,beginner,weight_loss
user_0517,65,90,5082.43,9,8.51,6.92,0.75,1050,0.5,50,morning,0.434,0.513,moderate,advanced,wellness
user_0518,63,90,4532.29,16,8.29,6.83,0.714,700,0.59,59,night,0.745,0.529,moderate,advanced,stress_reduction
user_0519,78,90,10983.14,22,13.62,7.18,0.867,2050,1.0,132,evening,0.398,0.842,highly_engaged,advanced,stress_reduction
user_0520,39,90,1702.29,6,1.77,6.24,0.0,0,0.16,16,morning,0.601,0.597,struggling,beginner,weight_loss
user_0521,76,90,12249.29,17,12.13,7.29,0.647,1600,0.91,91,morning,0.717,0.529,highly_engaged,advanced,muscle_gain
user_0522,75,90,9237.43,10,12.81,7.08,0.727,1350,0.67,67,evening,0.632,0.811,highly_engaged,advanced,stress_reduction
user_0523,80,90,10808.0,26,14.59,7.16,0.789,1750,0.71,71,morning,0.338,0.463,highly_engaged,intermediate,muscle_gain
user_0524,81,90,8557.0,15,12.54,7.16,0.75,1850,0.65,65,evening,0.464,0.731,highly_engaged,beginner,stress_reduction
user_0525,34,90,2615.0,4,2.37,6.29,0.2,250,0.09,9,afternoon,0.776,0.399,struggling,intermediate,weight_loss
user_0526,40,90,2321.57,3,3.04,6.15,0.5,250,0.19,19,night,0.363,0.219,struggling,advanced,muscle_gain
user_0527,33,90,2562.29,3,2.07,6.17,0.0,0,0.22,22,morning,0.435,0.378,struggling,intermediate,muscle_gain
user_0528,30,90,3860.86,5,1.2,6.21,0.0,0,0.12,12,night,0.409,0.438,struggling,beginner,stress_reduction
user_0529,79,90,8902.43,25,12.1,7.28,1.0,1350,1.0,109,evening,0.346,0.588,highly_engaged,advanced,wellness
user_0530,80,90,8886.71,16,14.3,7.34,1.0,1750,1.0,115,evening,0.463,0.428,highly_engaged,advanced,stress_reduction
user_0531,36,90,2643.43,4,2.6,6.42,1.0,450,0.07,7,afternoon,0.643,0.38,struggling,advanced,muscle_gain
user_0532,29,90,1366.14,4,2.27,6.05,0.0,0,0.17,17,afternoon,0.314,0.593,struggling,intermediate,weight_loss
user_0533,31,90,1936.14,4,3.42,6.23,1.0,500,0.24,24,evening,0.79,0.573,struggling,intermediate,wellness
user_0534,35,90,3166.71,5,1.76,6.35,0.25,100,0.22,22,evening,0.361,0.405,struggling,beginner,wellness
user_0535,15,90,1755.57,2,0.42,5.96,0.0,0,0.06,6,morning,0.526,0.514,dropout,beginner,stress_reduction
user_0536,74,90,10659.43,21,14.71,7.33,0.667,1450,1.0,111,afternoon,0.546,0.706,highly_engaged,advanced,stress_reduction
user_0537,16,90,2194.29,2,0.0,6.0,0.0,0,0.05,5,afternoon,0.662,0.563,dropout,intermediate,muscle_gain
user_0538,57,90,4263.57,10,5.48,6.91,0.667,450,0.56,56,morning,0.712,0.549,moderate,beginner,wellness
user_0539,55,90,4531.0,5,6.52,6.83,0.6,850,0.27,27,afternoon,0.764,0.355,moderate,beginner,stress_reduction
user_0540,53,90,6127.57,5,5.48,6.75,0.667,900,0.22,22,night,0.681,0.283,moderate,beginner,stress_reduction
user_0541,33,90,2245.86,4,1.39,6.16,0.667,200,0.23,23,afternoon,0.391,0.304,struggling,advanced,wellness
user_0542,21,90,1723.29,2,0.0,6.0,1.0,250,0.0,0,morning,0.769,0.387,dropout,beginner,muscle_gain
user_0543,37,90,3503.86,4,3.02,6.27,0.5,100,0.06,6,evening,0.874,0.259,struggling,intermediate,wellness
user_0544,37,90,2123.71,3,1.92,6.2,0.167,100,0.12,12,night,0.764,0.494,struggling,intermediate,muscle_gain
user_0545,38,90,3817.14,5,2.9,6.29,0.0,0,0.05,5,evening,0.489,0.525,struggling,intermediate,muscle_gain
user_0546,23,90,1977.0,2,0.11,5.96,0.0,0,0.05,5,evening,0.352,0.429,dropout,intermediate,weight_loss
user_0547,24,90,1767.14,4,0.43,6.24,0.0,0,0.07,7,night,0.612,0.277,dropout,intermediate,stress_reduction
user_0548,56,90,4130.57,7,7.79,6.86,0.667,700,0.28,28,afternoon,0.724,0.28,moderate,intermediate,stress_reduction
user_0549,14,90,1981.0,3,0.0,5.81,0.0,0,0.05,5,morning,0.837,0.233,dropout,advanced,weight_loss
user_0550,76,90,11297.43,15,13.2,7.11,0.579,1350,0.77,77,afternoon,0.738,0.75,highly_engaged,beginner,muscle_gain
user_0551,72,90,10892.86,8,12.87,6.85,0.733,1300,0.82,82,morning,0.506,0.648,highly_engaged,intermediate,weight_loss
user_0552,38,90,2790.43,4,3.57,6.3,0.0,0,0.1,10,evening,0.799,0.554,struggling,advanced,muscle_gain
user_0553,16,90,2022.86,2,0.0,5.74,0.0,0,0.0,0,night,0.357,0.537,dropout,beginner,muscle_gain
user_0554,22,90,1466.43,2,0.66,6.0,0.0,0,0.05,5,evening,0.798,0.546,dropout,intermediate,stress_reduction
user_0555,15,90,2044.86,2,0.17,5.84,0.0,0,0.05,5,night,0.568,0.233,dropout,beginner,weight_loss
user_0556,17,90,1725.14,1,0.77,5.98,0.0,0,0.06,6,night,0.685,0.586,dropout,beginner,weight_loss
user_0557,13,90,1503.14,2,0.0,5.72,0.0,0,0.04,4,evening,0.586,0.479,dropout,beginner,weight_loss
user_0558,64,90,4543.14,8,7.49,6.86,0.556,450,0.3,30,evening,0.815,0.449,moderate,intermediate,muscle_gain
user_0559,81,90,11558.29,27,15.08,7.37,0.769,1200,1.0,135,night,0.386,0.763,highly_engaged,advanced,weight_loss
user_0560,34,90,2389.71,4,2.64,6.3,0.0,0,0.16,16,afternoon,0.654,0.21,struggling,beginner,weight_loss
user_0561,42,90,2996.57,4,3.53,6.48,0.5,100,0.1,10,evening,0.54,0.25,struggling,advanced,stress_reduction
user_0562,74,90,9577.43,18,13.51,7.15,0.917,1150,0.86,86,night,0.657,0.48,highly_engaged,intermediate,muscle_gain
user_0563,30,90,1772.86,5,1.53,6.22,0.667,350,0.12,12,morning,0.566,0.469,struggling,advanced,stress_reduction
user_0564,30,90,2284.0,3,1.02,5.98,0.25,250,0.12,12,morning,0.501,0.506,struggling,advanced,wellness
user_0565,18,90,1840.43,2,0.12,6.01,0.5,250,0.08,8,evening,0.787,0.531,dropout,intermediate,weight_loss
user_0566,37,90,3620.71,5,2.27,6.12,0.333,150,0.23,23,night,0.891,0.289,struggling,beginner,muscle_gain
user_0567,61,90,6079.57,10,6.36,6.8,0.333,300,0.29,29,evening,0.421,0.315,moderate,advanced,weight_loss
user_0568,17,90,2240.0,3,0.18,5.95,0.5,200,0.07,7,night,0.545,0.461,dropout,intermediate,wellness
user_0569,40,90,3559.14,8,2.07,6.36,0.5,300,0.15,15,morning,0.615,0.406,struggling,advanced,muscle_gain
user_0570,35,90,3900.14,4,1.99,6.38,0.5,150,0.06,6,morning,0.864,0.387,struggling,intermediate,stress_reduction
user_0571,75,90,6859.14,16,12.16,7.06,0.947,2050,0.97,97,afternoon,0.776,0.487,highly_engaged,advanced,wellness
user_0572,33,90,2316.71,3,1.96,6.35,0.4,300,0.06,6,night,0.301,0.54,struggling,beginner,muscle_gain
user_0573,42,90,2775.71,4,2.82,6.56,0.2,100,0.15,15,afternoon,0.874,0.598,struggling,advanced,muscle_gain
user_0574,79,90,10904.0,13,12.99,7.18,0.824,1550,0.52,52,evening,0.626,0.544,highly_engaged,intermediate,wellness
user_0575,51,90,5263.86,5,4.62,6.63,0.778,850,0.38,38,evening,0.517,0.567,moderate,advanced,muscle_gain
user_0576,14,90,1756.0,2,0.31,5.93,0.0,0,0.08,8,afternoon,0.574,0.476,dropout,beginner,weight_loss
user_0577,20,90,1785.71,2,0.22,5.87,0.0,0,0.06,6,night,0.502,0.499,dropout,beginner,stress_reduction
user_0578,79,90,9121.14,21,12.6,7.28,0.923,1650,1.0,117,morning,0.787,0.736,highly_engaged,beginner,stress_reduction
user_0579,33,90,2837.0,3,2.3,6.28,0.0,0,0.21,21,evening,0.797,0.311,struggling,advanced,muscle_gain
user_0580,14,90,1398.86,2,0.17,5.76,0.0,0,0.07,7,afternoon,0.311,0.337,dropout,advanced,stress_reduction
user_0581,36,90,3745.14,4,1.29,6.39,0.2,50,0.05,5,afternoon,0.316,0.255,struggling,beginner,muscle_gain
user_0582,22,90,1816.86,3,0.64,6.04,0.0,0,0.08,8,afternoon,0.558,0.202,dropout,beginner,weight_loss
user_0583,60,90,5737.29,6,5.47,6.76,0.375,600,0.56,56,afternoon,0.451,0.329,moderate,intermediate,stress_reduction
user_0584,58,90,4118.29,6,6.39,6.84,0.333,400,0.59,59,morning,0.517,0.427,moderate,advanced,muscle_gain
user_0585,30,90,3097.71,4,2.22,6.27,0.667,250,0.24,24,afternoon,0.764,0.584,struggling,intermediate,muscle_gain
user_0586,45,90,3145.0,5,2.71,6.39,0.0,0,0.11,11,morning,0.478,0.492,struggling,intermediate,weight_loss
user_0587,38,90,2800.57,5,2.39,6.36,0.167,50,0.16,16,afternoon,0.653,0.409,struggling,advanced,muscle_gain
user_0588,70,90,8880.57,19,11.19,7.11,0.833,1750,1.0,123,night,0.414,0.636,highly_engaged,intermediate,muscle_gain
user_0589,36,90,3067.14,3,2.61,6.48,1.0,150,0.16,16,evening,0.44,0.282,struggling,intermediate,wellness
user_0590,77,90,10822.43,18,12.78,7.28,0.8,1700,0.6,60,afternoon,0.683,0.767,highly_engaged,advanced,stress_reduction
user_0591,36,90,4490.71,6,2.24,6.28,0.25,150,0.08,8,night,0.608,0.413,struggling,advanced,muscle_gain
user_0592,34,90,2604.43,4,2.92,6.34,1.0,250,0.05,5,evening,0.711,0.499,struggling,intermediate,muscle_gain
user_0593,77,90,9889.86,14,13.83,7.06,0.846,1500,0.64,64,afternoon,0.742,0.667,highly_engaged,advanced,stress_reduction
user_0594,57,90,7015.71,5,6.42,6.91,0.818,1200,0.51,51,night,0.301,0.799,moderate,beginner,wellness
user_0595,75,90,7537.86,14,13.11,7.22,0.75,2000,0.77,77,morning,0.416,0.491,highly_engaged,intermediate,weight_loss
user_0596,58,90,5006.86,5,7.24,6.76,0.333,200,0.55,55,morning,0.704,0.481,moderate,intermediate,muscle_gain
user_0597,36,90,2585.14,5,2.77,6.4,0.5,400,0.05,5,afternoon,0.641,0.516,struggling,advanced,weight_loss
user_0598,31,90,1714.0,3,1.37,6.02,0.333,200,0.11,11,afternoon,0.342,0.341,struggling,advanced,wellness
user_0599,61,90,8077.71,11,7.88,7.04,0.571,350,0.58,58,afternoon,0.855,0.531,moderate,intermediate,stress_reduction
user_0600,60,90,4987.86,10,6.24,6.84,0.286,350,0.26,26,afternoon,0.388,0.302,moderate,advanced,weight_loss
user_0601,56,90,6474.86,7,6.43,6.89,0.889,1050,0.31,31,afternoon,0.87,0.253,moderate,beginner,stress_reduction
user_0602,80,90,11310.43,25,12.9,7.19,0.75,2050,1.0,138,morning,0.799,0.794,highly_engaged,advanced,muscle_gain
user_0603,77,90,11266.43,15,12.49,7.3,0.909,1350,0.91,91,night,0.425,0.551,highly_engaged,advanced,muscle_gain
user_0604,61,90,5401.43,9,6.96,6.77,0.778,900,0.25,25,afternoon,0.784,0.223,moderate,beginner,wellness
user_0605,13,90,1689.0,2,0.36,5.84,0.0,0,0.1,10,night,0.392,0.502,dropout,beginner,weight_loss
user_0606,38,90,2491.29,3,1.83,6.24,0.0,0,0.08,8,evening,0.663,0.439,struggling,beginner,weight_loss
user_0607,20,90,2046.29,2,0.7,6.02,0.333,250,0.07,7,night,0.888,0.226,dropout,advanced,stress_reduction
user_0608,60,90,4905.71,13,7.08,6.88,1.0,900,0.35,35,afternoon,0.414,0.494,moderate,advanced,wellness
user_0609,21,90,1941.57,5,0.18,5.88,0.0,0,0.09,9,night,0.78,0.591,dropout,intermediate,stress_reduction
user_0610,72,90,10925.0,13,13.84,7.21,0.6,500,0.89,89,morning,0.601,0.43,highly_engaged,beginner,muscle_gain
user_0611,24,90,2002.86,3,0.19,6.17,0.333,200,0.04,4,afternoon,0.65,0.472,dropout,advanced,wellness
user_0612,62,90,5074.71,11,6.57,6.82,0.5,500,0.33,33,morning,0.363,0.476,moderate,intermediate,wellness
user_0613,76,90,10368.14,18,12.92,7.12,0.8,1600,1.0,118,evening,0.384,0.48,highly_engaged,advanced,weight_loss
user_0614,21,90,1988.71,3,0.56,5.85,0.0,0,0.02,2,morning,0.706,0.41,dropout,beginner,weight_loss
user_0615,20,90,2252.86,3,0.28,6.06,0.0,0,0.1,10,evening,0.451,0.521,dropout,intermediate,weight_loss
user_0616,17,90,1902.0,4,0.0,5.97,0.0,0,0.08,8,afternoon,0.623,0.534,dropout,beginner,muscle_gain
user_0617,53,90,6514.86,8,6.43,6.57,0.375,400,0.58,58,afternoon,0.318,0.393,moderate,beginner,muscle_gain
user_0618,19,90,1755.86,3,0.38,5.87,0.667,350,0.1,10,morning,0.583,0.569,dropout,advanced,wellness
user_0619,81,90,12839.0,17,12.99,7.13,0.941,2500,1.0,144,night,0.878,0.681,highly_engaged,advanced,weight_loss
user_0620,17,90,1748.14,2,0.46,5.91,0.0,0,0.1,10,night,0.824,0.585,dropout,beginner,muscle_gain
user_0621,42,90,3479.29,5,4.61,6.6,0.2,50,0.18,18,morning,0.864,0.327,struggling,intermediate,weight_loss
user_0622,67,90,6459.29,12,7.38,7.21,0.8,650,0.38,38,morning,0.609,0.399,moderate,beginner,stress_reduction
user_0623,16,90,1925.29,3,0.2,5.82,0.5,50,0.02,2,morning,0.692,0.523,dropout,beginner,muscle_gain
user_0624,54,90,5880.43,6,6.01,6.66,0.889,1000,0.22,22,night,0.383,0.259,moderate,advanced,muscle_gain
user_0625,72,90,10616.57,18,11.79,7.09,0.8,950,1.0,145,morning,0.381,0.509,highly_engaged,beginner,weight_loss
user_0626,37,90,1767.43,4,1.73,6.28,0.667,200,0.08,8,afternoon,0.765,0.34,struggling,beginner,weight_loss
user_0627,76,90,10174.86,24,13.13,7.11,0.706,1700,1.0,108,afternoon,0.651,0.524,highly_engaged,advanced,stress_reduction
user_0628,26,90,1724.86,3,0.0,6.18,0.0,0,0.05,5,afternoon,0.608,0.425,dropout,beginner,muscle_gain
user_0629,78,90,9035.14,15,13.83,7.26,0.824,1800,0.92,92,afternoon,0.61,0.831,highly_engaged,advanced,wellness
user_0630,54,90,7710.0,7,7.43,6.72,0.556,700,0.54,54,night,0.542,0.457,moderate,beginner,stress_reduction
user_0631,63,90,5326.57,11,7.42,6.89,0.667,650,0.45,45,evening,0.451,0.502,moderate,intermediate,wellness
user_0632,31,90,3449.14,4,1.41,6.18,0.4,250,0.2,20,night,0.328,0.272,struggling,advanced,wellness
user_0633,14,90,1480.14,2,0.08,5.74,0.5,150,0.05,5,evening,0.827,0.517,dropout,beginner,stress_reduction
user_0634,20,90,1842.14,2,0.16,6.02,0.0,0,0.07,7,morning,0.713,0.411,dropout,intermediate,wellness
user_0635,55,90,5365.29,7,5.88,6.65,0.727,1050,0.44,44,morning,0.419,0.517,moderate,intermediate,stress_reduction
user_0636,80,90,9746.43,18,13.53,7.26,0.75,1850,0.67,67,morning,0.84,0.832,highly_engaged,intermediate,muscle_gain
user_0637,75,90,11181.43,17,13.57,6.99,0.75,1950,0.74,74,afternoon,0.826,0.574,highly_engaged,intermediate,stress_reduction
user_0638,17,90,1696.14,2,0.0,5.84,0.0,0,0.03,3,morning,0.584,0.384,dropout,intermediate,wellness
user_0639,19,90,1341.14,2,0.28,5.89,0.0,0,0.09,9,night,0.448,0.299,dropout,advanced,stress_reduction
user_0640,30,90,1914.43,3,1.66,6.11,0.0,0,0.24,24,night,0.634,0.589,struggling,beginner,weight_loss
user_0641,41,90,2687.0,5,2.68,6.36,0.2,50,0.12,12,morning,0.456,0.419,struggling,intermediate,muscle_gain
user_0642,75,90,11382.14,16,14.08,7.2,0.842,1950,0.75,75,morning,0.819,0.817,highly_engaged,advanced,weight_loss
user_0643,75,90,9104.86,14,11.28,7.2,0.895,2150,1.0,117,evening,0.399,0.704,highly_engaged,beginner,muscle_gain
user_0644,37,90,2698.57,4,1.81,6.19,0.0,0,0.23,23,night,0.661,0.392,struggling,advanced,muscle_gain
user_0645,77,90,8961.43,14,13.51,7.33,0.667,1500,0.61,61,afternoon,0.649,0.768,highly_engaged,advanced,stress_reduction
user_0646,31,90,2539.57,3,1.08,6.25,0.333,300,0.16,16,evening,0.626,0.569,struggling,beginner,stress_reduction
user_0647,23,90,2230.0,2,0.4,6.1,0.0,0,0.02,2,night,0.39,0.286,dropout,intermediate,muscle_gain
user_0648,80,90,9649.71,40,14.21,7.38,0.7,1100,0.56,56,afternoon,0.816,0.664,highly_engaged,advanced,muscle_gain
user_0649,63,90,7002.14,12,6.38,7.0,0.583,900,0.57,57,night,0.565,0.7,moderate,intermediate,muscle_gain
user_0650,14,90,1890.71,2,0.56,6.06,0.0,0,0.1,10,evening,0.759,0.555,dropout,advanced,wellness
user_0651,59,90,5778.14,7,6.61,6.95,0.5,550,0.28,28,evening,0.609,0.253,moderate,advanced,stress_reduction
user_0652,34,90,2342.29,3,1.91,6.19,0.0,0,0.15,15,evening,0.776,0.55,struggling,intermediate,wellness
user_0653,16,90,1426.14,3,0.24,5.91,0.0,0,0.1,10,afternoon,0.617,0.395,dropout,intermediate,stress_reduction
user_0654,41,90,3198.14,5,2.39,6.48,0.333,250,0.22,22,morning,0.545,0.515,struggling,beginner,wellness
user_0655,33,90,2690.0,5,2.11,6.09,0.25,200,0.13,13,evening,0.738,0.482,struggling,advanced,wellness
user_0656,83,90,9021.14,39,14.16,7.27,0.727,900,1.0,141,evening,0.304,0.81,highly_engaged,intermediate,muscle_gain
user_0657,57,90,7071.29,8,6.13,6.71,0.556,650,0.54,54,afternoon,0.599,0.513,moderate,advanced,muscle_gain
user_0658,42,90,3111.14,6,1.7,6.55,0.25,150,0.16,16,morning,0.678,0.336,struggling,beginner,muscle_gain
user_0659,21,90,2016.71,2,1.2,6.17,0.5,50,0.01,1,morning,0.63,0.459,dropout,advanced,stress_reduction
user_0660,59,90,5839.57,6,7.39,6.72,0.571,400,0.58,58,evening,0.392,0.552,moderate,intermediate,weight_loss
